,season_x,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits,season_y,pos,school,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle
3270,2022,Greg Stroman,CHI,26,DB,1,1,0.0,0,2018,CB,Virginia Tech,72,180.0,4.48,16.0,33.5,113.0,7.0,4.45
3271,2018,Genard Avery,CLE,23,LLB,0,4,4.5,14,2018,ILB,Memphis,73,248.0,4.59,26.0,36.0,124.0,6.9,4.36
3272,2019,Genard Avery,2TM,24,LB,0,0,0.5,1,2018,ILB,Memphis,73,248.0,4.59,26.0,36.0,124.0,6.9,4.36
3273,2020,Genard Avery,PHI,25,LB,0,1,1.5,7,2018,ILB,Memphis,73,248.0,4.59,26.0,36.0,124.0,6.9,4.36
3274,2021,Genard Avery,PHI,26,LLB,0,0,1.0,2,2018,ILB,Memphis,73,248.0,4.59,26.0,36.0,124.0,6.9,4.36
3275,2022,Genard Avery,TAM,27,OLB,0,0,1.0,5,2018,ILB,Memphis,73,248.0,4.59,26.0,36.0,124.0,6.9,4.36
3276,2018,Tony Brown,GNB,23,DB,0,5,0.0,0,2018,CB,Alabama,72,198.0,4.35,14.0,31.5,126.0,6.78,4.11
3277,2019,Tony Brown,GNB,24,DB,0,0,0.0,0,2018,CB,Alabama,72,198.0,4.35,14.0,31.5,126.0,6.78,4.11
3278,2020,Tony Brown,CIN,25,DB,0,1,0.0,0,2018,CB,Alabama,72,198.0,4.35,14.0,31.5,126.0,6.78,4.11
3279,2022,Tony Brown,IND,27,CB,0,0,1.0,1,2018,CB,Alabama,72,198.0,4.35,14.0,31.5,126.0,6.78,4.11
3280,2018,Holton Hill,MIN,21,DB,1,7,0.0,0,2018,CB,Texas,75,200.0,4.49,14.0,31.0,120.0,6.83,4.15
3281,2019,Holton Hill,MIN,22,DB,0,1,0.0,0,2018,CB,Texas,75,200.0,4.49,14.0,31.0,120.0,6.83,4.15
3282,2020,Holton Hill,MIN,23,DB,0,3,1.0,0,2018,CB,Texas,75,200.0,4.49,14.0,31.0,120.0,6.83,4.15
3283,2018,D.J. Reed,SFO,22,DB,0,0,1.0,1,2018,CB,Kansas State,69,188.0,4.51,11.0,36.5,114.0,7.0,4.0
3284,2019,D.J. Reed,SFO,23,DB,0,2,0.0,0,2018,CB,Kansas State,69,188.0,4.51,11.0,36.5,114.0,7.0,4.0
3285,2020,D.J. Reed,SEA,24,RCB,2,7,0.0,0,2018,CB,Kansas State,69,188.0,4.51,11.0,36.5,114.0,7.0,4.0
3286,2021,D.J. Reed,SEA,25,RCB,2,10,0.0,0,2018,CB,Kansas State,69,188.0,4.51,11.0,36.5,114.0,7.0,4.0
3287,2022,D.J. Reed,NYJ,26,CB,1,12,0.0,0,2018,CB,Kansas State,69,188.0,4.51,11.0,36.5,114.0,7.0,4.0
3288,2018,Grant Haley,NYG,22,LOLB,0,2,0.0,0,2018,CB,Penn State,69,190.0,4.44,15.0,34.0,119.0,6.51,3.94
3289,2019,Grant Haley,NYG,23,DB,0,0,1.0,1,2018,CB,Penn State,69,190.0,4.44,15.0,34.0,119.0,6.51,3.94
3290,2020,Grant Haley,NOR,24,DB,1,1,0.0,1,2018,CB,Penn State,69,190.0,4.44,15.0,34.0,119.0,6.51,3.94
3291,2022,Grant Haley,LAR,26,DB,0,3,0.0,0,2018,CB,Penn State,69,190.0,4.44,15.0,34.0,119.0,6.51,3.94
3292,2018,Avonte Maddox,PHI,22,RCB/SS,2,4,0.5,1,2018,CB,Pittsburgh,69,180.0,4.39,13.0,37.0,125.0,6.51,4.0
3293,2019,Avonte Maddox,PHI,23,LCB,0,10,1.0,2,2018,CB,Pittsburgh,69,180.0,4.39,13.0,37.0,125.0,6.51,4.0
3294,2020,Avonte Maddox,PHI,24,LCB,0,3,0.0,0,2018,CB,Pittsburgh,69,180.0,4.39,13.0,37.0,125.0,6.51,4.0
3295,2021,Avonte Maddox,PHI,25,LB,1,9,0.5,3,2018,CB,Pittsburgh,69,180.0,4.39,13.0,37.0,125.0,6.51,4.0
3296,2022,Avonte Maddox,PHI,26,CB,1,3,1.0,2,2018,CB,Pittsburgh,69,180.0,4.39,13.0,37.0,125.0,6.51,4.0
3297,2018,Sam Hubbard,CIN,23,DE,0,2,6.0,9,2018,DE,Ohio State,77,270.0,4.0,20.0,35.0,116.0,6.84,4.32
3298,2019,Sam Hubbard,CIN,24,RDE,0,3,8.5,13,2018,DE,Ohio State,77,270.0,4.0,20.0,35.0,116.0,6.84,4.32
3299,2020,Sam Hubbard,CIN,25,LDE/RDE,0,3,2.0,11,2018,DE,Ohio State,77,270.0,4.0,20.0,35.0,116.0,6.84,4.32
3300,2021,Sam Hubbard,CIN,26,LDE,0,3,7.5,17,2018,DE,Ohio State,77,270.0,4.0,20.0,35.0,116.0,6.84,4.32
3301,2022,Sam Hubbard,CIN,27,DE,0,3,6.5,22,2018,DE,Ohio State,77,270.0,4.0,20.0,35.0,116.0,6.84,4.32
3302,2018,Marcell Harris,SFO,24,SS,0,0,0.0,0,2018,S,Florida,72,208.0,4.0,16.0,,114.0,7.0,4.0
3303,2019,Marcell Harris,SFO,25,DB,0,5,0.0,1,2018,S,Florida,72,208.0,4.0,16.0,,114.0,7.0,4.0
3304,2020,Marcell Harris,SFO,26,DB,0,3,0.0,0,2018,S,Florida,72,208.0,4.0,16.0,,114.0,7.0,4.0
3305,2021,Marcell Harris,SFO,27,RLB,1,1,1.0,1,2018,S,Florida,72,208.0,4.0,16.0,,114.0,7.0,4.0
3306,2022,Marcell Harris,NYJ,28,LB,0,0,0.0,0,2018,S,Florida,72,208.0,4.0,16.0,,114.0,7.0,4.0
3307,2018,Ronnie Harrison,JAX,21,DB,1,3,1.0,1,2018,S,Alabama,75,214.0,4.0,20.0,34.0,120.0,7.0,4.0
3308,2019,Ronnie Harrison,JAX,22,SS,2,9,2.0,1,2018,S,Alabama,75,214.0,4.0,20.0,34.0,120.0,7.0,4.0
3309,2020,Ronnie Harrison,CLE,23,SS,1,7,1.0,1,2018,S,Alabama,75,214.0,4.0,20.0,34.0,120.0,7.0,4.0
3310,2021,Ronnie Harrison,CLE,24,SS,1,3,1.0,1,2018,S,Alabama,75,214.0,4.0,20.0,34.0,120.0,7.0,4.0
3311,2022,Ronnie Harrison,CLE,25,S,0,1,0.5,1,2018,S,Alabama,75,214.0,4.0,20.0,34.0,120.0,7.0,4.0
3312,2018,Levi Wallace,BUF,23,RCB,0,3,0.0,1,2018,CB,Alabama,72,183.0,4.63,20.0,33.0,114.0,7.0,4.0
3313,2019,Levi Wallace,BUF,24,LCB/RCB,2,9,0.0,0,2018,CB,Alabama,72,183.0,4.63,20.0,33.0,114.0,7.0,4.0
3314,2020,Levi Wallace,BUF,25,RCB/LCB,2,8,0.0,1,2018,CB,Alabama,72,183.0,4.63,20.0,33.0,114.0,7.0,4.0
3315,2021,Levi Wallace,BUF,26,RCB,2,10,0.0,0,2018,CB,Alabama,72,183.0,4.63,20.0,33.0,114.0,7.0,4.0
3316,2022,Levi Wallace,PIT,27,CB,4,13,0.0,0,2018,CB,Alabama,72,183.0,4.63,20.0,33.0,114.0,7.0,4.0
3317,2018,J.C. Jackson,NWE,23,DB,3,6,0.0,0,2018,CB,Maryland,71,193.0,4.46,14.0,35.5,120.0,7.0,4.0
3318,2019,J.C. Jackson,NWE,24,DB,5,10,0.0,1,2018,CB,Maryland,71,193.0,4.46,14.0,35.5,120.0,7.0,4.0
3319,2020,J.C. Jackson,NWE,25,LCB,9,14,0.0,0,2018,CB,Maryland,71,193.0,4.46,14.0,35.5,120.0,7.0,4.0
3320,2021,J.C. Jackson,NWE,26,LCB,8,23,0.0,0,2018,CB,Maryland,71,193.0,4.46,14.0,35.5,120.0,7.0,4.0
3321,2022,J.C. Jackson,LAC,27,CB,0,2,0.0,0,2018,CB,Maryland,71,193.0,4.46,14.0,35.5,120.0,7.0,4.0
3322,2018,Vita Vea,TAM,23,RDT,0,0,3.0,4,2018,DT,Washington,76,347.0,5.1,41.0,,114.0,7.0,4.0
3323,2019,Vita Vea,TAM,24,NT,0,3,2.5,12,2018,DT,Washington,76,347.0,5.1,41.0,,114.0,7.0,4.0
3324,2020,Vita Vea,TAM,25,NT,0,0,2.0,3,2018,DT,Washington,76,347.0,5.1,41.0,,114.0,7.0,4.0
3325,2021,Vita Vea,TAM,26,NT,0,3,4.0,12,2018,DT,Washington,76,347.0,5.1,41.0,,114.0,7.0,4.0
3326,2022,Vita Vea,TAM,27,DL,0,0,6.5,13,2018,DT,Washington,76,347.0,5.1,41.0,,114.0,7.0,4.0
3327,2018,Bilal Nichols,CHI,22,RDE,0,0,3.0,7,2018,DT,Delaware,76,306.0,4.95,29.0,,114.0,7.0,4.0
3328,2019,Bilal Nichols,CHI,23,DT,0,1,0.0,2,2018,DT,Delaware,76,306.0,4.95,29.0,,114.0,7.0,4.0
3329,2020,Bilal Nichols,CHI,24,NT,1,3,5.0,13,2018,DT,Delaware,76,306.0,4.95,29.0,,114.0,7.0,4.0
3330,2021,Bilal Nichols,CHI,25,RDE/LDE,0,1,3.0,9,2018,DT,Delaware,76,306.0,4.95,29.0,,114.0,7.0,4.0
3331,2022,Bilal Nichols,LVR,26,DT,0,0,1.5,11,2018,DT,Delaware,76,306.0,4.95,29.0,,114.0,7.0,4.0
3332,2018,Isaiah Oliver,ATL,22,DB,1,7,0.0,0,2018,CB,Colorado,73,190.0,4.5,20.0,,114.0,7.0,4.0
3333,2019,Isaiah Oliver,ATL,23,LCB,0,11,0.0,1,2018,CB,Colorado,73,190.0,4.5,20.0,,114.0,7.0,4.0
3334,2020,Isaiah Oliver,ATL,24,RCB,0,6,1.0,2,2018,CB,Colorado,73,190.0,4.5,20.0,,114.0,7.0,4.0
3335,2021,Isaiah Oliver,ATL,25,DB,0,3,0.0,1,2018,CB,Colorado,73,190.0,4.5,20.0,,114.0,7.0,4.0
3336,2022,Isaiah Oliver,ATL,26,CB,1,7,1.0,2,2018,CB,Colorado,73,190.0,4.5,20.0,,114.0,7.0,4.0
3337,2018,Harrison Phillips,BUF,22,DT,0,0,0.0,2,2018,DT,Stanford,76,307.0,5.21,42.0,32.0,103.0,7.28,4.5
3338,2019,Harrison Phillips,BUF,23,DT,0,2,0.5,1,2018,DT,Stanford,76,307.0,5.21,42.0,32.0,103.0,7.28,4.5
3339,2020,Harrison Phillips,BUF,24,DT,0,0,0.0,4,2018,DT,Stanford,76,307.0,5.21,42.0,32.0,103.0,7.28,4.5
3340,2021,Harrison Phillips,BUF,25,RDT,0,1,1.0,6,2018,DT,Stanford,76,307.0,5.21,42.0,32.0,103.0,7.28,4.5
3341,2022,Harrison Phillips,MIN,26,DL,0,1,1.5,6,2018,DT,Stanford,76,307.0,5.21,42.0,32.0,103.0,7.28,4.5
3342,2018,Mike Hughes,MIN,21,DB,1,3,0.0,0,2018,CB,Central Florida,71,191.0,4.53,20.0,35.5,127.0,6.7,4.13
3343,2019,Mike Hughes,MIN,22,DB,1,9,0.0,0,2018,CB,Central Florida,71,191.0,4.53,20.0,35.5,127.0,6.7,4.13
3344,2020,Mike Hughes,MIN,23,DB,0,1,0.0,0,2018,CB,Central Florida,71,191.0,4.53,20.0,35.5,127.0,6.7,4.13
3345,2021,Mike Hughes,KAN,24,DB,1,6,0.0,0,2018,CB,Central Florida,71,191.0,4.53,20.0,35.5,127.0,6.7,4.13
3346,2022,Mike Hughes,DET,25,CB,0,1,0.0,2,2018,CB,Central Florida,71,191.0,4.53,20.0,35.5,127.0,6.7,4.13
3347,2018,Darius Phillips,CIN,23,DB,0,2,0.0,0,2018,CB,West. Michigan,70,190.0,4.54,20.0,,114.0,7.0,4.0
3348,2019,Darius Phillips,CIN,24,DB,4,7,0.0,0,2018,CB,West. Michigan,70,190.0,4.54,20.0,,114.0,7.0,4.0
3349,2020,Darius Phillips,CIN,25,LCB,1,12,0.0,2,2018,CB,West. Michigan,70,190.0,4.54,20.0,,114.0,7.0,4.0
3350,2021,Darius Phillips,CIN,26,DB,0,2,0.0,0,2018,CB,West. Michigan,70,190.0,4.54,20.0,,114.0,7.0,4.0
3351,2022,Darius Phillips,DEN,27,CB,0,0,0.0,0,2018,CB,West. Michigan,70,190.0,4.54,20.0,,114.0,7.0,4.0
3352,2018,Oren Burks,GNB,23,LB,0,0,0.0,0,2018,OLB,Vanderbilt,75,233.0,4.59,18.0,39.5,131.0,6.82,4.15
3353,2019,Oren Burks,GNB,24,LB,0,0,0.0,0,2018,OLB,Vanderbilt,75,233.0,4.59,18.0,39.5,131.0,6.82,4.15
3354,2020,Oren Burks,GNB,25,LB,0,0,0.0,0,2018,OLB,Vanderbilt,75,233.0,4.59,18.0,39.5,131.0,6.82,4.15
3355,2021,Oren Burks,GNB,26,LB,0,0,0.5,2,2018,OLB,Vanderbilt,75,233.0,4.59,18.0,39.5,131.0,6.82,4.15
3356,2022,Oren Burks,SFO,27,LB,0,1,0.5,1,2018,OLB,Vanderbilt,75,233.0,4.59,18.0,39.5,131.0,6.82,4.15
3357,2018,Parry Nickerson,NYJ,24,DB,0,1,0.0,0,2018,CB,Tulane,72,180.0,4.32,15.0,,114.0,7.0,4.0
3358,2019,Parry Nickerson,JAX,25,DB,0,0,0.0,0,2018,CB,Tulane,72,180.0,4.32,15.0,,114.0,7.0,4.0
3359,2021,Parry Nickerson,MIN,27,DB,0,0,0.0,0,2018,CB,Tulane,72,180.0,4.32,15.0,,114.0,7.0,4.0
3360,2018,Derrick Nnadi,KAN,22,NT,0,0,0.0,0,2018,DT,Florida State,73,317.0,5.38,25.0,27.0,96.0,8.15,5.02
3361,2019,Derrick Nnadi,KAN,23,RDT/LDT,1,1,1.0,1,2018,DT,Florida State,73,317.0,5.38,25.0,27.0,96.0,8.15,5.02
3362,2020,Derrick Nnadi,KAN,24,RDT,0,0,0.0,1,2018,DT,Florida State,73,317.0,5.38,25.0,27.0,96.0,8.15,5.02
3363,2021,Derrick Nnadi,KAN,25,RDT,0,0,3.0,5,2018,DT,Florida State,73,317.0,5.38,25.0,27.0,96.0,8.15,5.02
3364,2022,Derrick Nnadi,KAN,26,DT,0,0,0.0,0,2018,DT,Florida State,73,317.0,5.38,25.0,27.0,96.0,8.15,5.02
3365,2018,Isaac Yiadom,DEN,22,DB,1,3,0.0,0,2018,CB,Boston Col.,73,190.0,4.52,8.0,,120.0,7.0,4.18
3366,2019,Isaac Yiadom,DEN,23,RCB,0,4,0.0,0,2018,CB,Boston Col.,73,190.0,4.52,8.0,,120.0,7.0,4.18
3367,2020,Isaac Yiadom,NYG,24,RCB,0,5,0.5,1,2018,CB,Boston Col.,73,190.0,4.52,8.0,,120.0,7.0,4.18
3368,2021,Isaac Yiadom,GNB,25,DB,0,0,0.0,0,2018,CB,Boston Col.,73,190.0,4.52,8.0,,120.0,7.0,4.18
3369,2018,Fadol Brown,2TM,25,DE,0,1,0.0,4,2017,DE,Mississippi,76,273.0,4.94,19.0,34.0,115.0,7.24,4.44
3370,2018,Sean Chandler,NYG,22,DB,0,1,1.0,2,2018,S,Temple,72,190.0,4.65,16.0,34.5,119.0,7.0,4.62
3371,2019,Sean Chandler,NYG,23,DB,0,0,0.0,0,2018,S,Temple,72,190.0,4.65,16.0,34.5,119.0,7.0,4.62
3372,2020,Sean Chandler,NYG,24,DB,0,0,0.0,0,2018,S,Temple,72,190.0,4.65,16.0,34.5,119.0,7.0,4.62
3373,2021,Sean Chandler,CAR,25,SS,0,1,0.0,1,2018,S,Temple,72,190.0,4.65,16.0,34.5,119.0,7.0,4.62
3374,2022,Sean Chandler,CAR,26,S,0,0,0.0,0,2018,S,Temple,72,190.0,4.65,16.0,34.5,119.0,7.0,4.62
3375,2018,Deadrin Senat,ATL,24,DT,0,0,0.0,3,2018,DT,South Florida,72,314.0,5.16,35.0,26.0,100.0,7.77,4.79
3376,2020,Deadrin Senat,ATL,26,DT,0,0,0.0,0,2018,DT,South Florida,72,314.0,5.16,35.0,26.0,100.0,7.77,4.79
3377,2022,Deadrin Senat,TAM,28,DT,0,0,1.0,2,2018,DT,South Florida,72,314.0,5.16,35.0,26.0,100.0,7.77,4.79
3378,2018,Breeland Speaks,KAN,23,DT,0,0,1.5,8,2018,DT,Mississippi,75,283.0,4.87,20.0,32.5,110.0,7.63,4.65
3379,2018,Jason Cabinda,OAK,22,LB,0,0,0.0,1,2018,ILB,Penn State,73,239.0,4.0,19.0,,114.0,7.0,4.0
3380,2019,Jason Cabinda,DET,23,LB,0,0,0.0,0,2018,ILB,Penn State,73,239.0,4.0,19.0,,114.0,7.0,4.0
3381,2020,Jason Cabinda,DET,24,LB,0,0,0.0,0,2018,ILB,Penn State,73,239.0,4.0,19.0,,114.0,7.0,4.0
3382,2021,Jason Cabinda,DET,25,LB,0,0,0.0,0,2018,ILB,Penn State,73,239.0,4.0,19.0,,114.0,7.0,4.0
3383,2022,Jason Cabinda,DET,26,FB,0,0,0.0,0,2018,ILB,Penn State,73,239.0,4.0,19.0,,114.0,7.0,4.0
3384,2018,Kevin Toliver,CHI,23,DB,0,2,0.0,0,2018,CB,LSU,75,204.0,4.0,10.0,33.0,120.0,7.0,4.0
3385,2019,Kevin Toliver,CHI,24,DB,0,2,0.0,0,2018,CB,LSU,75,204.0,4.0,10.0,33.0,120.0,7.0,4.0
3386,2020,Kevin Toliver,DEN,25,DB,0,0,0.0,0,2018,CB,LSU,75,204.0,4.0,10.0,33.0,120.0,7.0,4.0
3387,2018,Taven Bryan,JAX,22,DT,0,0,1.0,2,2018,DT,Florida,76,291.0,4.98,30.0,35.0,119.0,7.12,4.48
3388,2019,Taven Bryan,JAX,23,RDT,0,1,2.0,9,2018,DT,Florida,76,291.0,4.98,30.0,35.0,119.0,7.12,4.48
3389,2020,Taven Bryan,JAX,24,LDT,0,0,0.5,6,2018,DT,Florida,76,291.0,4.98,30.0,35.0,119.0,7.12,4.48
3390,2021,Taven Bryan,JAX,25,DT,0,0,2.0,8,2018,DT,Florida,76,291.0,4.98,30.0,35.0,119.0,7.12,4.48
3391,2022,Taven Bryan,CLE,26,DT,0,1,3.0,6,2018,DT,Florida,76,291.0,4.98,30.0,35.0,119.0,7.12,4.48
3392,2018,Marcus Davenport,NOR,22,DE,0,2,4.5,12,2018,DE,Texas-San Antonio,78,264.0,4.58,22.0,33.5,124.0,7.2,4.41
3393,2019,Marcus Davenport,NOR,23,RDE,0,0,6.0,16,2018,DE,Texas-San Antonio,78,264.0,4.58,22.0,33.5,124.0,7.2,4.41
3394,2020,Marcus Davenport,NOR,24,DE,0,2,1.5,8,2018,DE,Texas-San Antonio,78,264.0,4.58,22.0,33.5,124.0,7.2,4.41
3395,2021,Marcus Davenport,NOR,25,RDE,0,0,9.0,16,2018,DE,Texas-San Antonio,78,264.0,4.58,22.0,33.5,124.0,7.2,4.41
3396,2022,Marcus Davenport,NOR,26,DE,0,0,0.5,8,2018,DE,Texas-San Antonio,78,264.0,4.58,22.0,33.5,124.0,7.2,4.41
3397,2018,Rashaan Gaulden,CAR,23,DB,0,1,0.0,0,2018,CB,Tennessee,73,193.0,4.61,8.0,30.0,119.0,7.16,4.33
3398,2019,Rashaan Gaulden,2TM,24,DB,0,0,0.0,0,2018,CB,Tennessee,73,193.0,4.61,8.0,30.0,119.0,7.16,4.33
3399,2018,Kyzir White,LAC,22,DB,1,2,0.0,0,2018,S,West Virginia,74,216.0,4.0,21.0,35.5,113.0,7.0,4.0
3400,2019,Kyzir White,LAC,23,RLB,1,2,0.0,0,2018,S,West Virginia,74,216.0,4.0,21.0,35.5,113.0,7.0,4.0
3401,2020,Kyzir White,LAC,24,LLB,0,3,0.5,3,2018,S,West Virginia,74,216.0,4.0,21.0,35.5,113.0,7.0,4.0
3402,2021,Kyzir White,LAC,25,LILB,2,3,1.0,4,2018,S,West Virginia,74,216.0,4.0,21.0,35.5,113.0,7.0,4.0
3403,2022,Kyzir White,PHI,26,LB,0,7,1.5,3,2018,S,West Virginia,74,216.0,4.0,21.0,35.5,113.0,7.0,4.0
3404,2018,Dane Cruikshank,TEN,23,DB,0,0,0.0,0,2018,S,Arizona,73,206.0,4.41,25.0,38.5,121.0,6.89,4.24
3405,2019,Dane Cruikshank,TEN,24,DB,0,0,0.0,0,2018,S,Arizona,73,206.0,4.41,25.0,38.5,121.0,6.89,4.24
3406,2020,Dane Cruikshank,TEN,25,DB,1,1,0.0,0,2018,S,Arizona,73,206.0,4.41,25.0,38.5,121.0,6.89,4.24
3407,2021,Dane Cruikshank,TEN,26,DB,0,1,0.0,0,2018,S,Arizona,73,206.0,4.41,25.0,38.5,121.0,6.89,4.24
3408,2022,Dane Cruikshank,CHI,27,DB,0,0,0.0,0,2018,S,Arizona,73,206.0,4.41,25.0,38.5,121.0,6.89,4.24
3409,2018,Siran Neal,BUF,24,DB,0,0,1.0,1,2018,S,Jacksonville State,72,199.0,4.56,17.0,40.5,122.0,7.0,4.28
3410,2019,Siran Neal,BUF,25,DB,0,0,0.0,0,2018,S,Jacksonville State,72,199.0,4.56,17.0,40.5,122.0,7.0,4.28
3411,2020,Siran Neal,BUF,26,DB,0,1,0.0,1,2018,S,Jacksonville State,72,199.0,4.56,17.0,40.5,122.0,7.0,4.28
3412,2021,Siran Neal,BUF,27,DB,0,0,0.0,0,2018,S,Jacksonville State,72,199.0,4.56,17.0,40.5,122.0,7.0,4.28
3413,2022,Siran Neal,BUF,28,CB,0,4,0.0,1,2018,S,Jacksonville State,72,199.0,4.56,17.0,40.5,122.0,7.0,4.28
3414,2018,Nick Nelson,OAK,22,DB,0,1,0.0,0,2018,CB,Wisconsin,71,208.0,4.52,17.0,,123.0,7.0,4.0
3415,2018,Danny Johnson,WAS,23,DB,0,1,0.0,0,2018,CB,Southern,70,185.0,4.44,15.0,35.0,123.0,7.0,4.0
3416,2019,Danny Johnson,WAS,24,DB,0,1,0.0,0,2018,CB,Southern,70,185.0,4.44,15.0,35.0,123.0,7.0,4.0
3417,2020,Danny Johnson,WAS,25,DB,0,0,0.0,0,2018,CB,Southern,70,185.0,4.44,15.0,35.0,123.0,7.0,4.0
3418,2021,Danny Johnson,WAS,26,DB,0,2,0.0,0,2018,CB,Southern,70,185.0,4.44,15.0,35.0,123.0,7.0,4.0
3419,2022,Danny Johnson,WAS,27,CB,1,9,1.0,1,2018,CB,Southern,70,185.0,4.44,15.0,35.0,123.0,7.0,4.0
3420,2018,Shaquem Griffin,SEA,23,LB,0,0,0.0,0,2018,OLB,Central Florida,73,227.0,4.38,20.0,,117.0,7.0,4.0
3421,2019,Shaquem Griffin,SEA,24,LB,0,0,0.0,3,2018,OLB,Central Florida,73,227.0,4.38,20.0,,117.0,7.0,4.0
3422,2020,Shaquem Griffin,SEA,25,LB,0,1,1.0,3,2018,OLB,Central Florida,73,227.0,4.38,20.0,,117.0,7.0,4.0
3423,2018,Natrell Jamerson,2TM,23,DB,0,1,0.0,0,2018,S,Wisconsin,72,198.0,4.4,25.0,35.5,120.0,7.0,4.0
3424,2019,Natrell Jamerson,CAR,24,DB,0,0,0.0,0,2018,S,Wisconsin,72,198.0,4.4,25.0,35.5,120.0,7.0,4.0
3425,2018,Zach Moore,ARI,28,DE,0,0,3.5,5,2014,DE,Concordia (MN),77,269.0,4.84,23.0,33.5,123.0,7.41,4.46
3426,2018,Rasheem Green,SEA,21,DE,0,0,1.0,1,2018,DE,USC,77,275.0,4.73,20.0,32.5,118.0,7.24,4.39
3427,2019,Rasheem Green,SEA,22,RDE,0,2,4.0,5,2018,DE,USC,77,275.0,4.73,20.0,32.5,118.0,7.24,4.39
3428,2020,Rasheem Green,SEA,23,DE,0,0,2.0,6,2018,DE,USC,77,275.0,4.73,20.0,32.5,118.0,7.24,4.39
3429,2021,Rasheem Green,SEA,24,LOLB,0,4,6.5,15,2018,DE,USC,77,275.0,4.73,20.0,32.5,118.0,7.24,4.39
3430,2022,Rasheem Green,HOU,25,DL,0,2,3.5,8,2018,DE,USC,77,275.0,4.73,20.0,32.5,118.0,7.24,4.39
3431,2018,Justin Jones,LAC,22,DT,0,0,0.5,1,2018,DT,North Carolina State,74,309.0,5.09,24.0,29.0,104.0,7.82,4.74
3432,2019,Justin Jones,LAC,23,LDT,0,1,0.0,3,2018,DT,North Carolina State,74,309.0,5.09,24.0,29.0,104.0,7.82,4.74
3433,2020,Justin Jones,LAC,24,LDT,0,0,1.0,4,2018,DT,North Carolina State,74,309.0,5.09,24.0,29.0,104.0,7.82,4.74
3434,2021,Justin Jones,LAC,25,RDE,0,1,3.0,5,2018,DT,North Carolina State,74,309.0,5.09,24.0,29.0,104.0,7.82,4.74
3435,2022,Justin Jones,CHI,26,DL,0,4,3.0,7,2018,DT,North Carolina State,74,309.0,5.09,24.0,29.0,104.0,7.82,4.74
3436,2018,Chandon Sullivan,PHI,22,DB,0,0,0.0,0,2018,CB,Georgia State,71,195.0,4.6,15.0,40.5,134.0,7.0,4.36
3437,2019,Chandon Sullivan,GNB,23,DB,1,6,0.0,1,2018,CB,Georgia State,71,195.0,4.6,15.0,40.5,134.0,7.0,4.36
3438,2020,Chandon Sullivan,GNB,24,DB,1,6,0.0,0,2018,CB,Georgia State,71,195.0,4.6,15.0,40.5,134.0,7.0,4.36
3439,2021,Chandon Sullivan,GNB,25,DB,3,4,0.0,0,2018,CB,Georgia State,71,195.0,4.6,15.0,40.5,134.0,7.0,4.36
3440,2022,Chandon Sullivan,MIN,26,CB,0,7,0.0,1,2018,CB,Georgia State,71,195.0,4.6,15.0,40.5,134.0,7.0,4.36
3441,2018,Duke Ejiofor,HOU,23,DE,0,2,1.0,2,2018,DE,Wake Forest,76,264.0,4.0,20.0,,114.0,7.0,4.0
3442,2018,John Franklin-Myers,LAR,22,DT,0,0,2.0,0,2018,DE,Stephen F. Austin,76,283.0,4.75,26.0,33.0,113.0,7.36,4.48
3443,2020,John Franklin-Myers,NYJ,24,DT,0,2,3.0,13,2018,DE,Stephen F. Austin,76,283.0,4.75,26.0,33.0,113.0,7.36,4.48
3444,2021,John Franklin-Myers,NYJ,25,LDE,1,1,6.0,14,2018,DE,Stephen F. Austin,76,283.0,4.75,26.0,33.0,113.0,7.36,4.48
3445,2022,John Franklin-Myers,NYJ,26,DT,0,1,5.0,20,2018,DE,Stephen F. Austin,76,283.0,4.75,26.0,33.0,113.0,7.36,4.48
3446,2018,Tim Settle,WAS,21,DT,0,0,0.0,0,2018,DT,Virginia Tech,75,329.0,5.37,20.0,23.5,96.0,7.95,4.83
3447,2019,Tim Settle,WAS,22,DT,0,0,2.0,5,2018,DT,Virginia Tech,75,329.0,5.37,20.0,23.5,96.0,7.95,4.83
3448,2020,Tim Settle,WAS,23,DT,0,0,5.0,7,2018,DT,Virginia Tech,75,329.0,5.37,20.0,23.5,96.0,7.95,4.83
3449,2021,Tim Settle,WAS,24,DT,0,0,0.0,0,2018,DT,Virginia Tech,75,329.0,5.37,20.0,23.5,96.0,7.95,4.83
3450,2022,Tim Settle,BUF,25,DT,0,1,1.0,2,2018,DT,Virginia Tech,75,329.0,5.37,20.0,23.5,96.0,7.95,4.83
3451,2018,Taylor Stallworth,NOR,23,DT,0,0,1.0,1,2018,DT,South Carolina,74,312.0,5.28,18.0,23.5,101.0,7.95,4.75
3452,2019,Taylor Stallworth,NOR,24,DT,0,0,0.0,0,2018,DT,South Carolina,74,312.0,5.28,18.0,23.5,101.0,7.95,4.75
3453,2020,Taylor Stallworth,IND,25,DT,0,0,0.5,1,2018,DT,South Carolina,74,312.0,5.28,18.0,23.5,101.0,7.95,4.75
3454,2021,Taylor Stallworth,IND,26,DT,0,1,3.0,12,2018,DT,South Carolina,74,312.0,5.28,18.0,23.5,101.0,7.95,4.75
3455,2018,Anthony Averett,BAL,24,DB,0,2,0.0,0,2018,CB,Alabama,72,185.0,4.36,13.0,31.5,119.0,6.93,4.4
