season,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits
2016,Steven Terrell,SEA,26,FS,0,1,0,0
2016,Antwione Williams,DET,23,LB,0,0,0,1
2016,Kenneth Acker,KAN,24,DB,0,3,0,0
2016,Christian Covington,HOU,23,LDE,0,1,1,2
2016,Tyrone Crawford,DAL,27,LDE/LDT,0,0,4.5,8
2016,Kyler Fackrell,GNB,25,LB,0,1,2,3
2016,Jeff Heath,DAL,25,DB,1,2,0,0
2016,Timmy Jernigan,BAL,24,LDE,1,3,5,11
2016,Chris Jones,2TM,26,DT/RDE,0,0,0,2
2016,DeAndre Levy,DET,29,LB,0,1,0,1
2016,Bennie Logan,PHI,27,RDT,0,0,2.5,6
2016,Tyler Matakevich,PIT,24,LB,0,0,0,0
2016,David Mayo,CAR,23,LB,0,0,0,0
2016,Shea McClellin,NWE,27,DE,0,0,1,3
2016,Keith McGill,OAK,27,DB,0,1,0,0
2016,Joshua Perry,SDG,22,LB,0,0,0,0
2016,Eddie Pleasant,HOU,28,DB,0,5,0,1
2016,Noah Spence,TAM,22,LB,0,2,5.5,12
2016,John Timu,CHI,24,LB,0,1,0,0
2016,Brynden Trawick,OAK,27,DB,1,1,0,0
2016,Jihad Ward,OAK,22,LDE,0,0,0,10
2016,Beau Allen,PHI,25,DT,0,0,0.5,5
2016,Jonathan Bullard,CHI,23,DE,0,0,1,2
2016,Justin Ellis,OAK,26,DT,0,0,0,0
2016,Tracy Howard,CLE,22,DB,0,1,0,0
2016,Ramon Humber,BUF,29,LB,0,0,0,0
2016,Jelani Jenkins,MIA,24,RLB,0,1,0,0
2016,Arthur Jones,IND,30,RDE,0,0,0,0
2016,Mike Jordan,LAR,24,DB,0,2,0,0
2016,Cory Littleton,LAR,23,LB,0,0,0,0
2016,Justin March,KAN,23,RILB,0,2,0,0
2016,Cassius Marsh,SEA,24,DE,0,0,3,5
2016,Robert Mathis,IND,35,ROLB,0,0,5,5
2016,Benson Mayowa,DAL,25,RDE,0,0,6,9
2016,Sherrick McManis,CHI,29,DB,0,0,0,0
2016,Carl Nassib,CLE,23,DE,0,4,2.5,7
2016,Julius Peppers,GNB,36,LOLB,0,3,7.5,12
2016,Sheldon Rankins,NOR,22,DT,0,0,4,6
2016,Kendall Reyes,2TM,27,DT,0,1,1,4
2016,Pat Sims,CIN,31,DT,0,0,1.5,5
2016,Dan Skuta,JAX,30,LB,0,1,0,2
2016,Julian Stanford,NYJ,26,LB,0,0,0,0
2016,Greg Toler,WAS,31,DB,0,2,0,0
2016,Courtney Upshaw,ATL,27,LB,0,1,1,4
2016,Alterraun Verner,TAM,28,DB,1,7,0,0
2016,Nick Vigil,CIN,23,LB,0,1,0,0
2016,Tyrunn Walker,DET,26,LDT,0,0,0,2
2016,D.J. Alexander,KAN,25,LB,0,0,0,0
2016,Thurston Armbrister,DET,24,LB,0,0,0,0
2016,Akeem Ayers,IND,27,LB,1,2,2,5
2016,Jonathan Babineaux,ATL,35,NT,0,1,0,1
2016,Michael Brockers,LAR,26,RDT,0,2,0,5
2016,Antonio Cromartie,IND,32,DB,0,2,0,0
2016,Jayrone Elliott,GNB,25,LB,0,0,1,1
2016,C.J. Goodwin,ATL,26,DB,0,2,0,0
2016,Lawrence Guy,BAL,26,RDE,0,0,1,9
2016,Davon House,JAX,27,DB,0,0,0,0
2016,Demontre Hurst,CHI,25,DB,1,2,1,1
2016,Charles Johnson,CAR,30,LDE,0,2,4,14
2016,Star Lotulelei,CAR,27,LDT,0,1,4,6
2016,Stacy McGee,OAK,26,LDT,0,0,2.5,3
2016,Rakeem Nunez-Roches,KAN,23,LDE,0,0,1,3
2016,Trovon Reed,SDG,26,DB,2,3,0,0
2016,Khyri Thornton,DET,27,RDT,0,0,1,2
2016,Cornelius Washington,CHI,27,LB,0,1,2,4
2016,Al Woods,TEN,29,NT,0,0,0,0
2016,Paul Worrilow,ATL,26,LB,0,2,0,1
2016,Juston Burris,NYJ,23,DB,1,5,0,0
2016,Kenny Clark,GNB,21,NT,0,2,0,4
2016,Nate Ebner,NWE,28,DB,0,0,0,0
2016,Ben Heeney,OAK,24,LB,0,0,0,1
2016,Karl Klug,TEN,28,DT,0,1,1.5,5
2016,Josh McNary,IND,28,LB,0,0,0,0
2016,Pernell McPhee,CHI,28,DE,0,0,4,9
2016,Jordan Phillips,MIA,24,RDT,1,3,0.5,3
2016,Jarran Reed,SEA,24,RDT,0,3,1.5,4
2016,Neiko Thorpe,SEA,26,DB,0,0,0,0
2016,Dekoda Watson,DEN,28,LB,0,0,1,0
2016,Aaron Williams,BUF,26,SS,0,5,0,0
2016,Tourek Williams,SDG,25,LB,0,1,1,0
2016,Stephone Anthony,NOR,24,LB,0,0,0,0
2016,Ron Brooks,PHI,28,DB,0,1,0,0
2016,Don Carey,DET,29,DB,0,0,0,0
2016,Blake Countess,LAR,23,DB,0,0,1,4
2016,Jack Crawford,DAL,28,RDE/LDE,0,0,3.5,6
2016,Deshazor Everett,WAS,24,DB,1,1,0,0
2016,Eddie Goldman,CHI,22,NT,0,1,2.5,4
2016,Erin Henderson,NYJ,30,LB,0,0,0,1
2016,David Irving,DAL,23,DT,0,5,4,15
2016,Jarvis Jenkins,2TM,28,DT,0,0,0,1
2016,Matt Judon,BAL,24,DE,0,2,4,10
2016,Aaron Lynch,SFO,23,DE,0,0,1.5,6
2016,Jonathan Meeks,BUF,27,DB,0,1,0,0
2016,Romeo Okwara,NYG,21,DE,0,2,1,5
2016,Corey Peters,ARI,28,NT,0,0,0,1
2016,Josh Robinson,TAM,25,DB,0,0,0,0
2016,Deon Simon,NYJ,26,NT,0,0,1.5,2
2016,Marcus Smith,PHI,24,LB,0,0,2.5,4
2016,Darryl Tapp,NOR,32,DE,0,0,0.5,9
2016,Cedric Thornton,DAL,28,DT,0,1,1.5,4
2016,Mitch Unrein,CHI,29,RDE,0,0,1,3
2016,Adolphus Washington,BUF,22,RDE,0,1,2.5,3
2016,De'Vante Bausby,CHI,23,DB,0,0,0,0
2016,Ronald Blair,SFO,23,DE,0,0,3,8
2016,Trent Cole,IND,34,LB,0,1,2,4
2016,Xavier Cooper,CLE,25,DT,0,0,0,3
2016,Brandon Copeland,DET,25,LB,0,0,0,1
2016,Wallace Gilberry,2TM,32,DE,0,0,2.5,9
2016,Ra'Shede Hageman,ATL,26,DT,0,0,2,5
2016,Dontae Johnson,SFO,25,DB,0,3,0,2
2016,Tom Johnson,MIN,32,DT,1,1,2,23
2016,Zach Kerr,IND,26,DT,0,0,2.5,6
2016,Koa Misi,MIA,29,LB,0,0,0,0
2016,Earl Mitchell,MIA,29,RDT,0,0,0,1
2016,Haloti Ngata,DET,32,RDT,0,3,1.5,3
2016,David Onyemata,NOR,24,DT,0,0,0,4
2016,Manti Te'o,SDG,25,LB,0,0,0,0
2016,Cam Thomas,LAR,30,DT,0,0,1,3
2016,Vincent Valentine,NWE,22,DT,0,0,1,2
2016,Jason Verrett,SDG,25,DB,1,3,0,0
2016,Aaron Wallace,TEN,23,LB,0,0,1,2
2016,Dan Williams,OAK,29,RDT,0,1,0.5,3
2016,Jeremiah Attaochu,SDG,23,LB,0,0,2,4
2016,David Bass,TEN,26,DE,0,0,0,0
2016,Tank Carradine,SFO,26,DE,0,0,0,0
2016,Will Clarke,CIN,25,DE,0,1,4,6
2016,Terence Garvin,WAS,25,LB,0,0,0.5,2
2016,Demetri Goodson,GNB,27,DB,0,1,0,0
2016,DeAngelo Hall,WAS,33,DB,0,1,0,0
2016,De'Vante Harris,NOR,23,DB,0,1,0,0
2016,James Ihedigbo,BUF,33,DB,0,1,0,0
2016,Cullen Jenkins,WAS,35,DT,0,0,1.5,2
2016,Christian Jones,CHI,25,LB,0,1,0,0
2016,Jonathan Jones,NWE,23,DB,0,1,0,1
2016,Chris Maragos,PHI,29,DB,0,0,0,0
2016,Daniel McCullers,PIT,24,DT,0,1,1,5
2016,Roy Miller,JAX,29,RDT,0,0,0,1
2016,Alex Okafor,ARI,25,DE,0,0,3.5,6
2016,Za'Darius Smith,BAL,24,DE,0,1,1,4
2016,Akeem Spence,TAM,25,DT,0,0,0.5,3
2016,Darrell Stuckey,SDG,29,DB,0,0,0,0
2016,Peyton Thompson,JAX,26,DB,0,0,0,1
2016,D.J. White,KAN,23,DB,1,3,0,0
2016,Anthony Zettel,DET,24,DE,0,0,1,1
2016,Henry Anderson,IND,25,DE,0,2,0,5
2016,Zaire Anderson,DEN,24,LB,0,0,0,0
2016,Arik Armstead,SFO,23,DE,0,0,2.5,4
2016,Jay Bromley,NYG,24,DT,0,0,1,1
2016,Kentrell Brothers,MIN,23,LB,0,0,0,0
2016,Bruce Carter,NYJ,28,LB,0,1,0,1
2016,Cody Davis,LAR,27,DB,1,3,0,1
2016,Tyeler Davison,NOR,24,LDT,0,2,0,1
2016,Akeem Dent,HOU,29,LB,0,0,0,0
2016,Elvis Dumervil,BAL,32,DE,0,0,3,9
2016,Najee Goode,PHI,27,LB,0,0,0,0
2016,Margus Hunt,CIN,29,DE,0,2,0,4
2016,Don Jones,2TM,26,DB,0,0,0,0
2016,DaVonte Lambert,TAM,22,DE,0,0,0,0
2016,James Laurinaitis,NOR,30,LB,0,1,0,0
2016,Lerentee McCray,BUF,26,LB,0,0,0,0
2016,Barkevious Mingo,NWE,26,LB,0,0,0,0
2016,Arthur Moats,PIT,28,LOLB,0,3,3.5,7
2016,Eric Murray,KAN,22,DB,0,0,0,0
2016,Jared Odrick,JAX,29,RDE,0,1,1,1
2016,Patrick Onwuasor,BAL,24,LB,0,0,0,0
2016,Destiny Vaeao,PHI,22,DT,0,0,2,3
2016,DeMarcus Ware,DEN,34,ROLB,0,1,4,8
2016,Vince Wilfork,HOU,35,NT,0,1,0,3
2016,Mario Williams,MIA,31,RDE,0,1,1.5,5
2016,C.J. Wilson,CHI,29,DE,0,0,1,4
2016,Daren Bates,OAK,26,LB,0,0,0,0
2016,Bene Benwikere,CAR,25,DB,1,4,0,0
2016,Shilique Calhoun,OAK,24,DE,0,1,0.5,3
2016,Justin Coleman,NWE,23,DB,0,3,0,0
2016,Kasim Edebali,NOR,27,DE,0,1,1,2
2016,Lavar Edwards,2TM,26,DE,0,1,2,3
2016,Javien Elliott,TAM,23,DB,0,1,0,0
2016,Matthias Farley,IND,24,DB,0,0,0,0
2016,Marquis Flowers,CIN,24,LB,0,0,0,0
2016,Randy Gregory,DAL,24,DE,0,0,1,2
2016,Kendall Langford,IND,30,LDE,0,2,0,1
2016,Darius Latham,OAK,22,DT,0,1,0,1
2016,DeMarcus Lawrence,DAL,24,DE,0,0,1,6
2016,Corey Lemonier,2TM,25,DE,0,1,2,3
2016,Kyle Love,CAR,30,DT,0,0,1.5,2
2016,Josh Martin,NYJ,25,LB,0,0,0.5,1
2016,Kareem Martin,ARI,24,DE,0,0,0,1
2016,Ricardo Mathews,PIT,29,LDE,0,0,1,3
2016,Michael Mauti,NOR,26,LB,0,0,1,1
2016,Robert Quinn,LAR,26,RDE,0,2,4,6
2016,Hassan Ridgeway,IND,22,LDE,0,1,1.5,5
2016,Damion Square,SDG,27,NT,0,0,2.5,4
2016,Will Sutton,CHI,25,NT,0,1,0,0
2016,Adarius Taylor,TAM,26,LB,0,0,0,0
2016,Billy Winn,DEN,27,DT,0,0,0,0
2016,Ray-Ray Armstrong,SFO,25,DB,1,2,0,0
2016,Chris Banjo,2TM,26,DB,0,0,0,0
2016,Stefan Charles,DET,28,DT,0,0,0,1
2016,Audie Cole,MIN,27,LB,0,0,0,0
2016,James Cowser,OAK,26,DE,0,0,1,1
2016,Brock Coyle,SEA,26,LB,0,0,1,1
2016,Clayton Fejedelem,CIN,23,DB,0,0,0,0
2016,Dwight Freeney,ATL,36,DE,0,0,3,10
2016,Kamu Grugier-Hill,PHI,22,LB,0,0,0,0
2016,Rodney Gunter,ARI,24,DT,0,0,1.5,3
2016,Deiondre' Hall,CHI,22,DB,1,3,0,1
2016,Austin Johnson,TEN,22,NT,0,1,0.5,1
2016,Shiloh Keo,2TM,29,DB,0,0,0,0
2016,Brandon King,NWE,23,DB,0,0,0,0
2016,Shaq Lawson,BUF,22,DE,0,1,2,3
2016,Anthony Levine,BAL,29,DB,0,1,0,1
2016,Lorenzo Mauldin,NYJ,24,LB,1,2,2.5,13
2016,Christopher Milton,IND,24,DB,0,2,0,0
2016,Mike Morgan,SEA,28,LB,1,1,0,0
2016,Nate Palmer,TEN,27,LB,0,0,0,0
2016,Brian Peters,HOU,28,LB,0,0,0,0
2016,Darius Philon,SDG,22,DT,0,0,1,2
2016,Kevin Pierre-Louis,SEA,25,LB,0,0,0,1
2016,D.J. Reader,HOU,22,LDE,0,1,1,2
2016,Frostee Rucker,ARI,33,DE,0,1,0,3
2016,Shamarko Thomas,PIT,25,DB,0,0,0,0
2016,Stephen Tulloch,PHI,31,LB,0,0,0,0
2016,Brent Urban,BAL,25,DE,0,2,2,2
2016,Kayvon Webster,DEN,25,DB,0,1,0,0
2016,Kyle Wilber,DAL,27,LB,0,0,0,0
2016,Adairius Barnes,DET,22,DB,0,0,0,1
2016,Marcus Burley,CLE,26,DB,0,1,0,0
2016,Sheldon Day,JAX,22,DT,0,0,1,1
2016,Terrence Fede,MIA,25,DE,0,0,0,0
2016,Josh Forrest,LAR,24,LB,0,1,0,1
2016,Jonathan Freeny,NWE,27,DE,0,0,0,1
2016,Andrew Gachkar,DAL,28,LB,0,0,0,3
2016,Bryce Hager,LAR,24,LB,0,1,0,2
2016,Matthew Ioannidis,WAS,22,DT,0,0,0,0
2016,John Jenkins,2TM,27,DT,0,0,0,0
2016,Anthony Johnson,2TM,23,DT,0,0,0,2
2016,Kendrick Lewis,BAL,28,DB,0,0,0,0
2016,Dean Lowry,GNB,22,DE,0,1,2,4
2016,Dewey McDonald,SEA,26,DB,0,1,0,0
2016,Leon McFadden,DAL,26,DB,0,0,0,0
2016,Stephen Paea,CLE,28,DT,0,0,0.5,3
2016,Tenny Palepoi,SDG,26,DT,0,0,0,7
2016,Denzel Rice,HOU,23,DB,0,0,0,0
2016,Brennan Scarlett,HOU,23,LB,0,0,0,0
2016,Derrick Shelby,ATL,27,DE,0,1,0,2
2016,Sealver Siliga,2TM,26,DT,0,0,1,1
2016,Deontae Skinner,NYG,26,LB,0,0,0,0
2016,Ed Stinson,ARI,26,DE,0,0,0,1
2016,Darian Thompson,NYG,23,DB,0,0,0,0
2016,Leterrius Walton,PIT,24,DT,0,1,0,1
2016,Nick Williams,2TM,26,DE,0,0,0,0
2016,Jarrod Wilson,JAX,22,DB,0,0,0,0
2016,Kerry Wynn,NYG,25,DE,0,0,0.5,1
2016,Allen Bailey,KAN,27,RDE,0,0,0,0
2016,Houston Bates,WAS,25,LB,0,0,0,0
2016,Freddie Bishop,NYJ,26,DE,0,1,0,0
2016,Bryan Braman,PHI,29,LB,0,0,0,0
2016,Corbin Bryant,BUF,28,NT,0,0,0,0
2016,Vernon Butler,CAR,22,DT,0,1,1.5,4
2016,Tank Carder,CLE,27,LB,0,0,0,0
2016,Chris Carter,2TM,27,LB,0,0,0,0
2016,Jeremy Cash,CAR,24,DB,0,0,0,0
2016,Marcus Cromartie,SFO,26,DB,0,0,0,0
2016,Jordan Dangerfield,PIT,26,DB,0,0,0,1
2016,Kevin Dodd,TEN,24,DE,0,0,1,2
2016,DeAndre Elliott,SEA,24,DB,0,0,0,0
2016,Marwin Evans,GNB,23,DB,0,0,0,0
2016,B.J. Goodson,NYG,23,LB,0,0,0,0
2016,Adam Gotsis,DEN,24,DT,0,1,0,3
2016,Dwayne Gratz,2TM,26,DB,0,0,0,0
2016,Josh Hawkins,GNB,23,DB,0,1,0,0
2016,Joel Heath,HOU,23,LDE,0,0,2,4
2016,John Hughes,2TM,28,DT,0,0,0,0
2016,Asa Jackson,DET,27,DB,0,1,0,0
2016,Tyson Jackson,ATL,30,LOLB,0,2,0,1
2016,Josh Johnson,JAX,27,DB,0,1,0.5,1
2016,Steven Johnson,PIT,28,LB,0,0,0,0
2016,Colin Jones,CAR,29,DB,0,0,0,0
2016,Emmanuel Lamur,MIN,27,LB,0,0,0,0
2016,Harlan Miller,ARI,22,DB,1,1,0,0
2016,Mike Pennel,GNB,25,DT,0,1,0,1
2016,Dashaun Phillips,WAS,25,DB,0,0,0,0
2016,Hayes Pullard,JAX,24,LB,0,0,0,0
2016,Caraun Reid,SDG,25,DT,0,1,1,2
2016,Zack Sanchez,CAR,23,DB,0,0,0,0
2016,Tharold Simon,ARI,25,DB,0,0,0,1
2016,Shayne Skov,SFO,26,LB,0,0,0,0
2016,Keith Smith,DAL,24,FB,0,0,0,0
2016,P.J. Williams,NOR,23,DB,0,2,0,0
2016,Teddy Williams,CAR,28,DB,1,2,0,0
2016,Jerel Worthy,BUF,26,DT,0,0,0,1
2016,Walt Aikens,MIA,25,DB,0,0,0,0
2016,Jonathan Anderson,CHI,25,LB,0,0,0,0
2016,Johnthan Banks,3TM,27,DB,0,1,0,0
2016,Angelo Blackson,TEN,24,DT,0,1,0,2
2016,Carl Bradford,2TM,24,LB,0,0,0,1
2016,Terrence Brooks,PHI,24,DB,1,1,0,0
2016,Armonty Bryant,DET,26,DE,0,0,3,3
2016,Ryan Carrethers,SDG,25,DT,0,0,0,1
2016,K.J. Dillon,HOU,22,DB,0,0,0,0
2016,Lorenzo Doss,DEN,22,DB,0,2,0,0
2016,Matt Elam,BAL,25,DB,0,0,0,0
2016,Kavon Frazier,DAL,22,DB,0,0,0,0
2016,Zaviar Gooden,2TM,26,LB,0,0,0,0
2016,Mark Herzlich,NYG,29,LB,0,0,0,0
2016,Michael Hunter,NYG,23,DB,0,0,0,0
2016,Jayron Kearse,MIN,22,DB,0,0,0,0
2016,Matt Longacre,LAR,25,DE,0,0,0,1
2016,T.Y. McGill,IND,24,DT,0,1,2,9
2016,Ryan Russell,TAM,24,DE,0,0,1,4
2016,Marcus Sherels,MIN,29,DB,0,1,0,0
2016,Chris Smith,JAX,24,DE,0,0,1,1
2016,Derron Smith,CIN,24,DB,0,1,0,0
2016,Paul Soliai,CAR,33,DT,0,0,0,1
2016,Brandon Spikes,BUF,29,LB,0,0,0,0
2016,Vinnie Sunseri,SFO,25,DB,0,0,0,0
2016,Julius Warmsley,MIA,26,DE,0,0,0,1
2016,Duke Williams,2TM,26,DB,0,1,0,0
2016,Xavier Williams,ARI,24,DT,0,0,0,0
2016,Dominique Alexander,CLE,21,LB,0,0,0,0
2016,Mackensie Alexander,MIN,23,DB,0,0,0,0
2016,Antonio Allen,NYJ,28,DB,0,0,0,0
2016,Richard Ash,2TM,24,NT,0,0,0,0
2016,Marcus Ball,2TM,29,DB,0,0,0,0
2016,Arthur Brown,2TM,23,LB,0,0,0,0
2016,Sergio Brown,BUF,28,DB,0,0,0,0
2016,Mike Catapano,NYJ,26,DE,0,0,0,3
2016,Kamalei Correa,BAL,22,LB,0,1,0,0
2016,Ryan Delaire,CAR,24,DE,0,1,1,1
2016,Pierre Desir,SDG,26,DB,0,1,0,0
2016,Brandon Dunn,HOU,24,DT,0,0,0,0
2016,Nick Dzubnar,SDG,25,LB,0,0,0,0
2016,L.J. Fort,PIT,26,LB,0,0,0,1
2016,Morgan Fox,LAR,22,DL,0,0,0,2
2016,Ben Garland,ATL,28,DT,0,0,0,0
2016,Winston Guy,IND,26,DB,0,0,0,0
2016,Antonio Hamilton,OAK,23,DB,0,0,0,0
2016,Wes Horton,CAR,26,RDE,0,0,2.5,4
2016,Marqueston Huff,BAL,24,DB,0,0,0,0
2016,Cyrus Jones,NWE,23,DB,0,0,0,0
2016,Howard Jones,TAM,26,LB,0,0,0,1
2016,Ufomba Kamalu,HOU,24,DE,0,0,1,1
2016,Josh Keyes,2TM,23,LB,0,0,0,0
2016,Chris Lewis-Harris,2TM,27,DB,1,2,0,0
2016,Curt Maggitt,IND,23,LB,0,0,0,1
2016,Nick Marshall,NYJ,24,DB,0,0,0,0
2016,Doug Middleton,NYJ,23,DB,0,1,0,0
2016,Damontre Moore,SEA,24,DE,0,0,0.5,1
2016,Jared Norris,CAR,23,LB,0,0,0,0
2016,Mark Nzeocha,DAL,26,LB,0,0,0,0
2016,Ayodeji Olatoye,ATL,25,DB,0,3,0,0
2016,Sam Shields,GNB,29,DB,0,0,0,0
2016,Antonio Smith,HOU,35,DE,0,0,0.5,6
2016,Lawrence Thomas,NYJ,23,DE,0,0,0,0
2016,Robert Thomas,NYG,25,DT,0,0,1,1
2016,Justin Trattou,MIN,28,DE,0,0,0,0
2016,Gabe Wright,CLE,24,DT,0,1,0,1
2016,Colt Anderson,BUF,31,DB,0,0,0,0
2016,Brennen Beyer,BAL,24,DE,0,0,0,0
2016,Chykie Brown,CIN,30,DB,0,0,0,0
2016,Crezdon Butler,DET,29,DB,0,0,0,0
2016,Maurice Canady,BAL,22,DB,0,0,0,0
2016,Chimdi Chekwa,MIA,28,DB,0,0,0,0
2016,Brian Dixon,NOR,26,DB,0,0,0,0
2016,Quentin Gause,DEN,24,LB,0,0,0,0
2016,Kedric Golston,WAS,33,DT,0,0,0,1
2016,Geneo Grissom,NWE,24,LB,0,0,0,0
2016,Tyrone Holmes,CLE,23,DE,0,0,1,1
2016,Lamarr Houston,CHI,29,DT,0,0,0,1
2016,Julian Howsare,NYJ,24,LB,0,0,0,0
2016,Jeron Johnson,SEA,28,DB,0,0,0,0
2016,Toby Johnson,MIN,25,DT,0,0,0,1
2016,Taiwan Jones,NYJ,23,LB,0,0,0,0
2016,Darius Kilgo,DEN,25,DE,0,0,0,1
2016,Deon King,2TM,23,LB,0,0,0,0
2016,Chris Landrum,SDG,24,LB,0,0,1,4
2016,Cameron Lynch,TAM,23,LB,0,0,0,0
2016,Gabe Martin,ARI,24,LB,0,0,0,0
2016,Steven Means,PHI,26,DE,0,0,1,0
2016,Sharrod Neasman,ATL,25,DB,0,0,0,0
2016,Owamagbe Odighizuwa,NYG,24,DE,0,1,0,2
2016,Nate Orchard,CLE,23,DE,0,0,0,3
2016,Kyle Peko,DEN,23,DT,0,0,0,0
2016,Tyvis Powell,SEA,22,DB,0,0,0,0
2016,Kalan Reed,TEN,23,DB,0,0,0,0
2016,Christian Ringo,GNB,24,DE,0,0,0,0
2016,Marcus Roberson,BUF,24,DB,0,1,0,0
2016,Terrance Smith,KAN,23,LB,0,0,0,0
2016,Devon Still,HOU,27,DT,0,0,0,0
2016,Robenson Therezie,ATL,25,DB,0,0,0,0
2016,Jordan Tripp,2TM,25,LB,0,0,0,0
2016,Zach Vigil,2TM,25,LB,0,0,0,0
2016,Antwaun Woods,TEN,23,DT,0,0,0,0
2016,Mehdi Abdesmad,TEN,25,DE,0,0,0,0
2016,T.J. Barnes,KAN,26,DT,0,0,0,0
2016,Sam Barrington,2TM,26,LB,0,0,0,0
2016,C.B. Bryant,ARI,24,DB,0,0,0,0
2016,Marqui Christian,LAR,22,DB,0,0,0,0
2016,Deandre Coleman,BUF,25,DE,0,0,0,0
2016,Chris Davis,SFO,26,DB,0,0,0.5,1
2016,Ryan Davis,DAL,27,LB,0,0,0,2
2016,Will Davis,BAL,26,DB,1,1,0,0
2016,Paul Dawson,CIN,23,LB,0,0,0,0
2016,Travell Dixon,CAR,25,DB,0,0,0,0
2016,Makinton Dorleant,GNB,24,DB,0,0,0,0
2016,Mario Edwards,OAK,22,DE,0,0,0,0
2016,Thomas Gafford,DEN,33,LB,0,0,0,0
2016,Justin Gilbert,PIT,25,DB,0,0,0,0
2016,Malliciah Goodman,2TM,26,DE,0,0,0,0
2016,Woodrow Hamilton,NWE,24,DT,0,0,0,0
2016,Erik Harris,NOR,26,DB,0,0,0,0
2016,Taylor Hart,SFO,25,DE,0,0,0,0
2016,Devin Hester,2TM,34,DB,0,0,0,0
2016,Branden Jackson,OAK,24,DE,0,0,0,0
2016,Tony Jerod-Eddie,SFO,26,DE,0,0,0,0
2016,Isaiah Johnson,LAR,24,DB,0,0,0,0
2016,Bryson Keeton,NYJ,23,DB,0,0,0,0
2016,John Kuhn,NOR,34,FB,0,0,0,0
2016,Johnny Maxey,PIT,23,DT,0,0,0,0
2016,Chris McCain,NOR,25,LB,0,0,0,0
2016,Dexter McDonald,OAK,25,DB,0,0,0,0
2016,Dexter McDougle,NYJ,25,DB,0,0,0,0
2016,Nick Moody,WAS,26,LB,0,0,0,0
2016,Dezman Moses,KAN,27,LB,0,0,0,0
2016,Taurean Nixon,DEN,25,DB,0,0,0,0
2016,Leon Orr,MIA,24,DT,0,0,0,0
2016,Lafayette Pitts,MIA,24,DB,0,0,0,0
2016,Trevor Reilly,MIA,28,LB,0,0,0,0
2016,Jordan Richards,NWE,23,DB,0,0,0,0
2016,Trevor Roach,CIN,24,LB,0,0,0,0
2016,Edmond Robinson,MIN,24,LB,0,0,0,0
2016,KeiVarae Russell,CIN,23,DB,1,1,0,0
2016,Al-Hajj Shabazz,2TM,24,DB,0,0,0,0
2016,JaCorey Shepherd,SFO,23,DB,0,0,0,0
2016,C.J. Smith,PHI,23,DB,0,0,0,0
2016,Garrison Smith,SEA,25,DT,0,0,0,0
2016,Ryan Smith,TAM,23,DB,0,0,0,0
2016,Justin Staples,TEN,27,DE,0,0,0,0
2016,Lynden Trail,WAS,25,DE,0,1,0,0
2016,Channing Ward,TAM,24,DT,0,0,0,0
2016,J.J. Watt,HOU,27,DE,0,0,1.5,5
2016,Stephen Weatherly,MIN,22,LB,0,0,0,0
2016,Larry Webster,CAR,26,DE,0,0,0,0
2016,DeShawn Williams,CIN,24,DT,0,0,0.5,4
2016,Frankie Williams,IND,23,DB,0,0,0,0
2016,Lou Young,CAR,25,DB,0,0,0,0
2016,Mack Brown,WAS,25,DB,0,0,0,2
2016,Chris Clark,HOU,31,RT/LT,0,0,0,0
2016,Josh Evans,WAS,25,DB,0,0,0,0
2016,Alani Fua,ARI,24,LB,0,0,0,0
2016,Shamiel Gary,BUF,26,DB,0,0,0,0
2016,Dashon Goldson,ATL,32,DB,0,0,0,0
2016,DeAndre Houston-Carson,CHI,23,DB,0,0,0,0
2016,Ben Ijalana,NYJ,27,RT/LT,0,0,0,0
2016,Quinton Jefferson,SEA,23,DT,0,0,0,0
2016,Anthony Lanier,WAS,23,DE,0,0,0,2
2016,Jordan Lucas,MIA,23,DB,0,0,0,0
2016,Ronald Martin,NYJ,23,DB,0,0,0,0
2016,Dadi Nicolas,KAN,24,LB,0,1,0,0
2016,Robert Nkemdiche,ARI,22,DT,0,1,0,1
2016,Victor Ochi,NYJ,23,LB,0,0,0,0
2016,Eric Pinkins,NYG,25,DB,0,0,0,1
2016,Mykkele Thompson,NYG,23,DB,0,0,0,0
2016,Will Tukuafu,SEA,32,FB,0,0,0,0
2016,Scooby Wright III,ARI,22,LB,0,0,0,0
2017,Demario Davis,NYJ,28,RILB,0,3,5,15
2017,Bobby Wagner,SEA,27,MLB,2,6,1.5,13
2017,Blake Martinez,GNB,23,RILB,1,8,1,2
2017,C.J. Mosley,BAL,25,LILB,2,7,1,5
2017,Reshad Jones,MIA,29,SS,2,5,1.5,1
2017,Deion Jones,ATL,23,MLB,3,10,1,0
2017,Joe Schobert,CLE,24,MLB,1,4,3,6
2017,Christian Kirksey,CLE,25,LLB,0,5,3.5,6
2017,Preston Brown,BUF,25,MLB,0,3,0,2
2017,Zach Brown,WAS,28,LILB,0,2,2.5,5
2017,Wesley Woodyard,TEN,31,LILB,0,5,5,9
2017,Keanu Neal,ATL,22,FS,1,6,0,0
2017,NaVorro Bowman,2TM,29,MLB,1,3,1.5,5
2017,Devin McCourty,NWE,30,FS,1,5,1,1
2017,Kiko Alonso,MIA,27,LOLB,0,1,1,5
2017,Landon Collins,NYG,23,SS,2,6,0,2
2017,Tahir Whitehead,DET,27,LLB,1,2,1,4
2017,Lavonte David,TAM,27,RLB,0,1,0,3
