season,player_name,Tm,Age,Pos,Int,PD,Sk,QBHits
2019,Rasheem Green,SEA,22,RDE,0,2,4,5
2019,B.J. Hill,NYG,24,LDE,0,0,1,2
2019,Lano Hill,SEA,24,DB,0,0,0,0
2019,Amani Hooker,TEN,21,DB,0,0,0,0
2019,Jaleel Johnson,MIN,25,DT,0,0,3.5,5
2019,Abry Jones,JAX,28,LDT,0,0,2,3
2019,Gerald McCoy,CAR,31,LDE,0,2,5,13
2019,Brandon Mebane,LAC,34,RDT,0,0,1,2
2019,Eric Murray,CLE,25,DB,0,1,1,1
2019,Bilal Nichols,CHI,23,DT,0,1,0,2
2019,Alex Okafor,KAN,28,LDE,0,1,5,9
2019,Steven Parker,MIA,24,DB,2,3,0,0
2019,Kevin Peterson,ARI,25,DB,0,2,0,0
2019,Dontari Poe,CAR,29,NT,0,0,4,6
2019,Damion Square,LAC,30,DE,0,2,0,1
2019,Shamar Stephen,MIN,28,RDT,0,3,1,2
2019,Solomon Thomas,SFO,24,DE,0,0,2,6
2019,J.J. Watt,HOU,30,LDE,0,3,4,21
2019,Quinnen Williams,NYJ,22,RDT,0,1,2.5,6
2019,Kenny Young,2TM,25,LB,0,0,0,2
2019,Henry Anderson,NYJ,28,LDE,0,0,1,9
2019,Jeremiah Attaochu,DEN,26,LOLB,0,0,3.5,5
2019,Anthony Averett,BAL,25,DB,0,2,0,0
2019,Allen Bailey,ATL,30,RDE,0,0,1,2
2019,Ronald Blair,SFO,26,DE,0,0,3,3
2019,Jonathan Bullard,ARI,26,LDE,0,0,1.5,7
2019,Taco Charlton,MIA,25,LDE,0,0,5,5
2019,Folorunso Fatukasi,NYJ,24,DT,0,1,1,3
2019,Jerry Hughes,BUF,31,RDE,0,3,4.5,9
2019,Margus Hunt,IND,32,LDT,0,0,0,0
2019,Branden Jackson,SEA,27,DE,0,2,2,3
2019,Quinton Jefferson,SEA,26,LOLB,0,3,3.5,10
2019,Efe Obada,CAR,27,DE,0,1,0,4
2019,Romeo Okwara,DET,24,DE,0,0,1.5,10
2019,Patrick Robinson,NOR,32,DB,0,2,0,1
2019,Akeem Spence,2TM,28,DT,0,0,0,1
2019,Grover Stewart,IND,26,LDT,0,1,3,5
2019,Sione Takitaki,CLE,24,LB,0,0,0,0
2019,Deionte Thompson,ARI,22,DB,0,0,0,1
2019,Josh Tupou,CIN,25,DT,0,0,0,0
2019,Stephen Weatherly,MIN,25,LB,0,0,3,9
2019,Darious Williams,LAR,26,DB,2,4,0,0
2019,Ugo Amadi,SEA,22,DB,0,0,0,0
2019,John Atkins,DET,27,DT,0,0,0,0
2019,Dylan Cole,HOU,25,LB,0,1,0,0
2019,Aaron Colvin,2TM,28,DB,0,1,0,0
2019,Kyler Fackrell,GNB,28,LB,0,0,1,10
2019,Clayton Fejedelem,CIN,26,DB,0,0,0,0
2019,Rashan Gary,GNB,22,DE,0,0,2,3
2019,Reggie Gilbert,TEN,26,LOLB,0,1,1,3
2019,J.T. Gray,NOR,23,DB,0,0,0,0
2019,Zach Kerr,ARI,29,DT,0,1,0,2
2019,Mike Pennel,KAN,28,DT,0,0,1,2
2019,Khalen Saunders,KAN,23,DT,0,1,1,2
2019,Cameron Sutton,PIT,24,DB,1,5,1,1
2019,Desmond Trufant,ATL,29,RCB,4,7,0,0
2019,DeMarcus Walker,DEN,25,DE,0,1,4,5
2019,Armani Watts,KAN,23,DB,0,0,1,1
2019,Brandon Williams,BAL,30,LDE,0,0,1,5
2019,Ezekiel Ansah,SEA,30,DE,0,2,2.5,8
2019,Dorance Armstrong Jr.,DAL,22,DE,0,0,2,4
2019,Adrian Clayborn,ATL,31,DE,0,0,4,7
2019,Morgan Fox,LAR,25,DL,0,0,2,3
2019,Phillip Gaines,HOU,28,DB,0,2,0,0
2019,Antonio Hamilton,NYG,26,DB,0,4,0,0
2019,Holton Hill,MIN,22,DB,0,1,0,0
2019,Justin Hollins,DEN,23,LB,0,2,1,2
2019,Xavien Howard,MIA,26,LCB,1,4,0,0
2019,Craig James,PHI,23,DB,0,1,0,0
2019,Anthony Levine,BAL,32,DB,0,0,0,3
2019,Star Lotulelei,BUF,30,RDT,1,1,2,3
2019,Keisean Nixon,OAK,22,DB,0,1,0,0
2019,Duke Riley,2TM,25,LB,0,0,0,0
2019,Dawuane Smoot,JAX,24,DE,0,0,6,7
2019,Azeez Al-Shaair,SFO,22,LB,0,0,0,0
2019,Angelo Blackson,HOU,27,RDE,0,0,0,1
2019,Anthony Brown,DAL,26,DB,0,5,0,0
2019,Vontaze Burfict,OAK,29,MLB,0,1,0,0
2019,Brandon Dunn,HOU,27,LDE,0,0,1,4
2019,Rashad Fenton,KAN,22,DB,1,4,0,1
2019,Mike Ford,DET,24,DB,0,2,0,0
2019,Adam Gotsis,DEN,27,DT,0,2,0,0
2019,Charles Harris,MIA,24,LB,0,0,0.5,6
2019,Trey Hendrickson,NOR,25,LB,0,0,4.5,9
2019,Maurice Hurst Jr.,OAK,24,DT,1,3,3.5,8
2019,Isaiah Irving,CHI,25,LB,0,0,0,1
2019,Josh Jackson,GNB,23,DB,0,0,0,0
2019,Tony Jefferson,BAL,27,FS,0,3,0,0
2019,Austin Johnson,TEN,25,NT,0,1,0,2
2019,Akeem King,SEA,27,DB,0,2,0,1
2019,Marquel Lee,OAK,24,LB,0,0,0,0
2019,Josh Mauro,OAK,28,RDE,0,1,0,0
2019,Rolan Milligan,IND,25,DB,0,0,0,1
2019,Avery Moss,MIA,25,LDE,0,0,0,0
2019,Keanu Neal,ATL,24,DB,0,0,0,1
2019,D.J. Reed,SFO,23,DB,0,2,0,0
2019,Kevin Toliver,CHI,24,DB,0,2,0,0
2019,Andrew Van Ginkel,MIA,24,LB,0,0,1,4
2019,Antwaun Woods,DAL,26,RDT,0,0,0,1
2019,Oshane Ximines,NYG,23,DE,0,1,4.5,9
2019,Briean Boddy-Calhoun,2TM,26,DB,0,0,2,1
2019,Nate Brooks,MIA,23,DB,0,2,0,0
2019,Andrew Brown,CIN,24,DT,0,0,0,2
2019,Ryan Connelly,NYG,24,LB,2,2,1,1
2019,Bryan Cox Jr.,2TM,25,DE,0,0,0.5,5
2019,Keion Crossen,HOU,23,DB,0,1,0,1
2019,Sheldon Day,SFO,25,DT,0,0,1,2
2019,Sharif Finch,TEN,24,LB,0,0,2,2
2019,Dee Ford,SFO,28,LB,0,1,6.5,6
2019,Akiem Hicks,CHI,30,LDE,0,0,1,5
2019,Kerry Hyder,DAL,28,DE,0,0,1,4
2019,Danny Johnson,WAS,24,DB,0,1,0,0
2019,Darryl Johnson,BUF,22,DE,0,0,1,2
2019,Peter Kalambayi,HOU,24,LB,0,0,0,0
2019,Harvey Langi,NYJ,27,DE,0,1,0,0
2019,Corey Liuget,2TM,29,DT,0,0,1,2
2019,Frankie Luvu,NYJ,23,LB,0,0,1,2
2019,Justin March,DAL,26,LB,0,1,0,0
2019,Dean Marlowe,BUF,27,DB,0,1,0,0
2019,Benson Mayowa,OAK,28,DE,0,0,7,10
2019,Jeremy Reaves,WAS,23,DB,0,1,0,1
2019,Jarran Reed,SEA,27,LDT,0,1,2,8
2019,Ryan Smith,TAM,26,DB,0,1,0,0
2019,Brent Urban,2TM,28,DE,0,2,0,1
2019,Carlos Watkins,HOU,26,DT,0,1,1,2
2019,Cody Barton,SEA,23,LB,0,1,0,1
2019,De'Vante Bausby,DEN,26,DB,0,3,0,0
2019,Justin Bethel,2TM,29,DB,0,0,0,0
2019,Anthony Chickillo,PIT,27,DE,0,0,0.5,1
2019,Morris Claiborne,KAN,29,DB,0,0,0,0
2019,Deshazor Everett,WAS,27,DB,0,0,0,0
2019,David Long,TEN,23,LB,0,1,0,0
2019,Sherrick McManis,CHI,32,DB,0,1,0,0
2019,A.J. Moore,HOU,24,DB,0,0,0,0
2019,Chris Odom,WAS,25,DE,0,0,2,2
2019,Tim Settle,WAS,22,DT,0,0,2,5
2019,Tedric Thompson,SEA,24,FS,2,2,0,0
2019,Jerry Tillery,LAC,23,DT,0,0,2,3
2019,Dee Virgin,DET,26,DB,0,0,0,0
2019,Quincy Wilson,IND,23,DB,0,0,0,0
2019,Matthew Adams,IND,24,LB,0,0,0,0
2019,Maurice Alexander,BUF,28,DB,0,0,0,0
2019,Jatavis Brown,LAC,25,LB,0,0,0,0
2019,Deon Bush,CHI,26,DB,0,2,0,0
2019,Ibraheim Campbell,GNB,27,DB,0,0,0,0
2019,Marcell Dareus,JAX,29,RDT,0,1,0.5,1
2019,Cody Davis,JAX,30,DB,0,1,0,0
2019,Ben Gedeon,MIN,25,LLB,0,0,0,0
2019,Carl Granderson,NOR,23,DE,0,0,1,2
2019,Dre'Mont Jones,DEN,22,DT,1,2,3.5,6
2019,Chris Lammons,MIA,23,DB,1,3,0,0
2019,David Long,LAR,21,DB,0,2,0,0
2019,Mark Nzeocha,SFO,29,LB,1,1,0,0
2019,Charles Omenihu,HOU,22,DE,0,2,3,5
2019,Nate Orchard,WAS,26,DE,0,1,1,2
2019,Kareem Orr,TEN,22,DB,0,0,0,0
2019,Patrick Ricard,BAL,25,FB,0,1,1,2
2019,Coty Sensabaugh,2TM,31,DB,0,0,0,0
2019,Robert Spillane,PIT,24,LB,0,0,0,0
2019,Jacob Tuioti-Mariner,ATL,23,DT,0,0,0,1
2019,Shy Tuttle,NOR,24,DT,1,4,2,3
2019,Tanner Vallejo,2TM,25,LB,0,0,1,1
2019,Tyrell Adams,HOU,27,LB,0,0,0,0
2019,Jamal Agnew,DET,24,DB,0,0,0,0
2019,Alex Anzalone,NOR,25,LB,0,0,1,1
2019,Ben Banogu,IND,23,LB,0,1,2.5,5
2019,Nick Bellore,SEA,30,LB,0,0,0,0
2019,Tony Brown,GNB,24,DB,0,0,0,0
2019,Oren Burks,GNB,24,LB,0,0,0,0
2019,Tae Davis,2TM,23,LB,0,0,0,1
2019,Nate Ebner,NWE,31,DB,0,0,0,0
2019,Dennis Gardeck,ARI,25,LB,0,0,0,0
2019,C.J. Goodwin,DAL,29,DB,0,0,0,0
2019,Porter Gustin,CLE,22,DE,0,0,1,2
2019,Timmy Jernigan,PHI,27,LDT,0,0,2,3
2019,Jaquan Johnson,BUF,24,DB,0,0,0,0
2019,Colin Jones,CAR,32,DB,0,0,0,0
2019,Cre'von LeBlanc,PHI,25,DB,0,2,0,0
2019,Steve Longa,DET,25,LB,0,0,0,0
2019,Domata Peko,BAL,35,DT,0,0,0,0
2019,Olsen Pierre,NYG,28,DE,0,0,2,2
2019,Sheldon Rankins,NOR,25,DT,0,0,2,5
2019,Aqib Talib,LAR,33,RCB,0,2,0,0
2019,Jullian Taylor,SFO,24,DT,0,1,0,1
2019,Armon Watts,MIN,23,DT,0,1,1.5,1
2019,Kayvon Webster,WAS,28,DB,0,2,0,0
2019,Xavier Williams,KAN,27,DT,0,0,0,0
2019,Zach Allen,ARI,22,DE,0,0,0,3
2019,Chris Banjo,ARI,29,DB,0,0,0,0
2019,Chris Board,BAL,24,LB,0,0,0,0
2019,Breon Borders,2TM,24,DB,0,0,0,1
2019,Shilique Calhoun,NWE,27,DE,0,0,0,3
2019,Jack Crawford,ATL,31,DE,0,3,0.5,5
2019,Ken Crawley,2TM,26,DB,0,0,0,0
2019,Dane Cruikshank,TEN,24,DB,0,0,0,0
2019,Jordan Dangerfield,PIT,29,DB,0,0,0,1
2019,Mike Daniels,DET,30,DT,0,0,1,2
2019,Mario Edwards,NOR,25,DE,0,0,3,3
2019,DeShon Elliott,BAL,22,DB,0,1,0,0
2019,Jordan Evans,CIN,24,LB,0,1,0,0
2019,Greg Gaines,LAR,23,DT,0,0,0.5,2
2019,Raven Greene,GNB,24,DB,0,1,0,0
2019,Montre Hartage,MIA,22,DB,0,1,0,0
2019,Joshua Kalu,TEN,24,DB,0,1,0,0
2019,Christian Kirksey,CLE,27,LB,0,0,0,0
2019,Dallin Leavitt,OAK,25,DB,0,0,0,0
2019,Jacob Martin,HOU,24,DE,0,0,3.5,7
2019,Jordan Richards,2TM,26,DB,0,0,0,0
2019,Anthony Rush,PHI,23,DT,0,2,0,0
2019,Orlando Scandrick,PHI,32,DB,0,0,2,1
2019,Nick Scott,LAR,24,DB,0,0,0,0
2019,Nathan Shepherd,NYJ,26,DT,0,0,2,6
2019,Julian Stanford,BUF,29,LB,0,0,0,0
2019,Darian Stewart,TAM,31,DB,0,1,0,1
2019,Shakial Taylor,IND,23,DB,0,1,0,0
2019,Vincent Taylor,BUF,25,DT,0,1,0,0
2019,Neiko Thorpe,SEA,29,DB,0,0,0,0
2019,Charles Washington,ARI,26,DB,0,0,0,0
2019,Olasunkanmi Adeniyi,PIT,22,LB,0,0,0,0
2019,D.J. Alexander,JAX,28,LB,0,0,0,0
2019,Eli Ankou,CLE,25,DT,0,0,0,0
2019,Johnson Bademosi,2TM,29,DB,0,0,0,0
2019,Daren Bates,TEN,29,LB,0,0,0,0
2019,Kyron Brown,NYJ,23,DB,0,0,0,0
2019,Artie Burns,PIT,24,DB,0,0,0,0
2019,Jamal Carter,ATL,25,DB,0,1,0,0
2019,Sean Davis,PIT,26,DB,0,0,0,0
2019,Marcus Epps,2TM,23,DB,0,0,0,0
2019,Matthias Farley,NYJ,27,DB,0,0,0,0
2019,J.T. Hassell,CLE,24,LB,0,0,0,0
2019,Marquis Haynes,CAR,26,LB,0,0,1,2
2019,Joseph Jones,DEN,25,LB,0,0,0,0
2019,Dion Jordan,OAK,29,DE,0,1,2,2
2019,Kyle Love,CAR,33,DT,0,1,0,2
2019,Albert McClellan,NYJ,33,LB,0,0,0,0
2019,R.J. McIntosh,NYG,23,DT,0,0,2,2
2019,Barkevious Mingo,HOU,29,LB,0,0,0,2
2019,C.J. Moore,DET,24,DB,0,0,0,0
2019,Calvin Munson,MIA,25,LB,0,0,0,0
2019,Hardy Nickerson,CIN,25,LB,0,0,0,0
2019,Rakeem Nunez-Roches,TAM,26,DT,0,0,0,1
2019,Dorian O'Daniel,KAN,25,LB,0,0,0,0
2019,LaRoy Reynolds,CIN,29,LB,0,1,0,1
2019,Hassan Ridgeway,PHI,25,LDT,0,0,2,4
2019,Derick Roberson,TEN,24,DE,0,0,3,3
2019,Dominique Rodgers-Cromartie,WAS,33,DB,0,0,0,0
2019,Zach Sieler,2TM,24,DE,0,2,1,2
2019,Andre Smith,CAR,22,LB,0,0,0,0
2019,Keith Smith,ATL,27,FB,0,0,0,0
2019,Taylor Stallworth,NOR,24,DT,0,0,0,0
2019,Josiah Tauaefa,NYG,22,LB,0,0,0,0
2019,Simeon Thomas,WAS,26,DB,0,0,0,0
2019,Brynden Trawick,BAL,30,DB,0,0,0,0
2019,Zeke Turner,ARI,23,DB,0,0,0,0
2019,Eddie Vanderdoes,HOU,25,DT,0,0,0,0
2019,Kyle Wilber,OAK,30,LB,0,2,0,0
2019,Montravius Adams,GNB,24,DT,0,3,0,0
2019,Beau Allen,TAM,28,DT,0,0,0.5,1
2019,Cortez Broughton,LAC,23,DT,0,0,0,0
2019,Emeke Egbule,LAC,23,LB,0,0,0,0
2019,Jayrone Elliott,PIT,28,LB,0,0,0,0
2019,Zaire Franklin,IND,23,LB,0,0,0,0
2019,Bryce Hager,LAR,27,LB,0,0,0,0
2019,Daeshon Hall,PHI,24,DE,0,0,1,2
2019,C.J. Ham*,MIN,26,FB,0,0,0,0
2019,Da'Shawn Hand,DET,24,DE,0,1,0,0
2019,Demone Harris,2TM,24,DE,0,0,0,1
2019,Jonathan Harris,2TM,23,DT,0,0,0,0
2019,Tae Hayes,2TM,22,DB,0,2,0,0
2019,Trysten Hill,DAL,21,DT,0,0,0,2
2019,Kenny Ladler,WAS,27,DB,0,0,0,0
2019,Devaroe Lawrence,CLE,27,DT,1,1,0,2
2019,Aaron Lynch,CHI,26,DE,0,2,2,9
2019,Isaiah Mack,TEN,23,DT,0,0,1.5,2
2019,Christopher Milton,TEN,27,DB,0,0,0,0
2019,C.J. Mosley,NYJ,27,LB,1,2,0,0
2019,Corey Nelson,DEN,27,LB,0,0,0,0
2019,Parry Nickerson,JAX,25,DB,0,0,0,0
2019,Pat O'Connor,TAM,26,DE,0,0,0,1
2019,Darius Phillips,CIN,24,DB,4,7,0,0
2019,Justin Phillips,OAK,24,LB,0,0,0,0
2019,Brooks Reed,ARI,32,LB,0,0,1,1
2019,Brandon Rusnak,JAX,24,DB,0,0,0,0
2019,Kawann Short,CAR,30,DT,0,0,0,3
2019,Cameron Smith,MIN,22,LB,0,0,0,0
2019,Malcolm Smith,2TM,30,LB,0,0,0,0
2019,E.J. Speed,IND,24,LB,0,0,0,0
2019,Kentavius Street,SFO,23,DE,0,0,0,0
2019,Adarius Taylor,CLE,29,LB,0,0,0,0
2019,Manti Te'o,NOR,28,LB,0,0,0,1
2019,Tavierre Thomas,CLE,23,DB,0,0,0,0
2019,Corey Thompson,BUF,26,LB,0,0,0,0
2019,Joejuan Williams,NWE,22,DB,0,1,0,0
2019,Jordan Willis,NYJ,24,LB,0,0,1,2
2019,Renell Wren,CIN,24,DT,0,0,0,0
2019,Abdullah Anderson,CHI,23,DE,0,0,1,1
2019,Cornell Armstrong,HOU,24,DB,0,0,0,0
2019,Genard Avery,2TM,24,LB,0,0,0.5,1
2019,B.J. Bello,NYJ,25,LB,0,0,0,0
2019,Devante Bond,2TM,26,LB,0,0,0,0
2019,Ben Burr-Kirven,SEA,22,LB,0,0,0,0
2019,Sean Chandler,NYG,23,DB,0,0,0,0
2019,Kurt Coleman,BUF,31,LB,0,0,0,0
2019,Trevon Coley,IND,25,DT,0,0,0,0
2019,John Cominsky,ATL,24,DE,0,2,0.5,2
2019,Donte Deayon,LAR,25,DB,0,0,0,0
2019,Michael Dogbe,ARI,23,DE,0,0,0,1
2019,Nick Dzubnar,LAC,28,LB,0,0,0,0
2019,Daniel Ekuale,CLE,25,DT,0,0,0,0
2019,Rudy Ford,PHI,25,DB,0,0,0,0
2019,Kavon Frazier,DAL,25,DB,0,0,0,0
2019,Luke Gifford,DAL,24,LB,0,0,0,0
2019,Ulysees Gilbert,PIT,22,LB,0,0,0,0
2019,Shaquem Griffin,SEA,24,LB,0,0,0,3
2019,DeAndre Houston-Carson,CHI,26,DB,0,0,0,0
2019,Joel Iyiegbuniwe,CHI,24,LB,0,0,0,0
2019,Bennett Jackson,2TM,28,DB,0,0,0,0
2019,Robert Jackson,CLE,26,DB,0,0,0,0
2019,Natrell Jamerson,CAR,24,DB,0,0,0,0
2019,Dontae Johnson,2TM,28,DB,0,0,0,0
2019,Cyrus Jones,BAL,26,DB,0,0,0,0
2019,Kingsley Keke,GNB,23,DE,0,0,0,1
2019,Arden Key,OAK,23,DE,0,0,2,4
2019,Jordan Kunaszyk,CAR,23,LB,0,0,0,0
2019,Deon Lacey,MIA,29,LB,0,0,0,0
2019,Justin Layne,PIT,21,DB,0,0,0,0
2019,Elijah Lee,SFO,23,LB,0,0,0,0
2019,Tyquan Lewis,IND,24,DE,0,0,0,1
2019,Jordan Lucas,KAN,26,DB,0,1,0,1
2019,Cole Luke,CAR,24,DB,0,0,0,0
2019,Kareem Martin,NYG,27,DE,0,0,0,0
2019,Lerentee McCray,JAX,29,LB,0,0,0,0
2019,Daniel McCullers,PIT,27,DT,0,1,0,0
2019,Rontez Miles,NYJ,31,DB,0,0,0,0
2019,Jordan Miller,ATL,22,DB,0,0,0,0
2019,Ogbonnia Okoronkwo,LAR,24,LB,0,0,1.5,4
2019,Isaac Rochell,LAC,24,DT,0,1,1,1
2019,Dontavius Russell,JAX,24,DT,0,0,0,0
2019,Linden Stephens,MIA,24,DB,0,0,0,0
2019,Kevin Strong,DET,23,DT,0,1,0,0
2019,James Vaughters,CHI,26,LB,0,0,0,0
2019,Cameron Wake,TEN,37,LB,0,1,2.5,11
2019,Jihad Ward,2TM,25,DE,0,1,1,5
2019,Mazzi Wilkins,TAM,24,DB,0,0,0,0
2019,Josh Woods,CHI,23,LB,0,0,0,0
2019,Anthony Zettel,2TM,27,DE,0,0,0,0
2019,Sam Acho,TAM,31,DE,0,0,1,1
2019,Mike Adams,HOU,38,DB,0,0,0,0
2019,Nasir Adderley,LAC,22,DB,0,0,0,0
2019,Alex Brown,KAN,23,DB,0,0,0,1
2019,Miles Brown,ARI,22,DT,0,0,0,0
2019,Austin Bryant,DET,23,DE,0,0,0,1
2019,Brandin Bryant,CLE,26,DT,0,0,0,0
2019,Isaiah Buggs,PIT,23,DT,0,0,0,0
2019,L.J. Collier,SEA,24,DE,0,0,0,0
2019,Chris Covington,DAL,23,LB,0,0,0,0
2019,Johnathan Cyprien,2TM,29,DB,0,0,0,0
2019,Justin Ellis,BAL,29,DT,0,0,0,0
2019,Kylie Fitts,ARI,25,LB,0,0,0,0
2019,Rashaan Gaulden,2TM,24,DB,0,0,0,0
2019,Marcus Gilchrist,JAX,31,DB,0,0,0,0
2019,Joe Giles-Harris,JAX,22,LB,0,0,0,0
2019,Jermaine Grace,ATL,26,LB,0,0,0,0
2019,T.J. Green,2TM,24,DB,0,0,0,0
2019,Josh Harvey-Clemons,WAS,25,DB,0,0,0,0
2019,Treyvon Hester,WAS,27,DT,0,0,1,1
2019,Jalyn Holmes,MIN,23,DE,0,0,0,0
2019,Wes Horton,CAR,29,LB,0,0,0,1
2019,Joe Jackson,DAL,23,DE,0,1,0,1
2019,Bronson Kaufusi,NYJ,28,LB,0,0,0.5,1
2019,Mitchell Loewen,NOR,26,DE,0,0,0,0
2019,T.J. Logan,TAM,25,FB,0,0,0,0
2019,Greg Mabin,CIN,25,DB,0,1,0,0
2019,Terrell McClain,2TM,31,DT,0,0,0,0
2019,Clinton McDonald,ARI,32,DT,0,0,0,1
2019,Torry McTyer,CIN,24,DB,0,0,0,0
2019,Nate Meadors,MIN,22,DB,0,0,0,0
2019,Doug Middleton,2TM,26,DB,0,0,0,0
2019,Christian Miller,CAR,23,LB,0,0,2,2
2019,Damontre Moore,SFO,27,DE,0,0,0,1
2019,Sharrod Neasman,ATL,28,DB,0,0,0,0
2019,Jamize Olawale,DAL,30,FB,0,0,0,0
2019,Natrez Patrick,LAR,22,LB,0,0,0,0
2019,Josh Robinson,JAX,28,DB,0,0,0,0
2019,Alex Singleton,PHI,26,LB,0,0,0,0
2019,Tanzel Smart,LAR,25,DT,0,0,0,0
2019,Tremon Smith,2TM,23,DB,0,0,0,0
2019,Nathan Stupar,NYG,31,LB,0,0,0,0
2019,Ty Summers,GNB,24,LB,0,0,0,0
2019,Kemoko Turay,IND,24,LB,0,0,1.5,5
2019,Jeremiah Valoaga,SFO,25,DE,0,1,0,0
2019,Josh Watson,DEN,23,LB,0,0,0,0
2019,Sylvester Williams,LAC,31,DT,0,1,0,0
2019,Tim Williams,2TM,26,DE,0,0,0,0
2019,Justin Zimmer,CLE,27,DT,0,0,0,0
2019,Johnathan Abram,OAK,23,DB,0,1,0,0
2019,Dakota Allen,2TM,24,LB,0,0,0,0
2019,Alex Armah,CAR,25,FB,0,0,0,0
2019,Jason Cabinda,DET,23,LB,0,0,0,0
2019,Tank Carradine,MIA,29,DE,0,0,0,0
2019,Byron Cowart,NWE,23,DE,0,0,0,0
2019,Tyrone Crawford,DAL,30,DE,0,0,1,2
2019,Xavier Crawford,2TM,24,DB,0,0,0,0
2019,Carl Davis,2TM,27,DT,0,0,0,0
2019,Matt Dickerson,TEN,24,DT,0,0,0,1
2019,Rhett Ellison,NYG,31,FB,0,0,0,0
2019,Antone Exum,SFO,28,DB,0,0,0,0
2019,Rico Gafford,OAK,23,DB,0,0,0,0
2019,Kevin Givens,SFO,22,DT,0,0,0,0
2019,Ryan Glasgow,CIN,26,DT,0,0,0,2
2019,Ahmad Gooden,DEN,24,DT,0,0,0,1
2019,Saquan Hampton,NOR,24,DB,0,0,0,0
2019,Frank Herron,DET,25,DT,0,0,0,0
2019,Alec Ingold,OAK,23,FB,0,0,0,0
2019,Malik Jefferson,CLE,23,LB,0,0,0,0
2019,Isaiah Johnson,OAK,24,DB,0,1,0,0
2019,Josh Jones,DAL,25,DB,0,0,0,0
2019,Austin Larkin,ATL,24,DE,0,0,0,0
2019,Jonathan Ledbetter,MIA,22,DE,0,0,0.5,1
2019,Iman Marshall,BAL,22,DB,0,0,0,0
2019,Hercules Mata'afa,MIN,24,DE,0,1,0,0
2019,Rob McCray,CLE,23,LB,0,0,0,0
2019,Cassanova McKinzy,WAS,27,LB,0,0,1,1
2019,Ryan Neal,SEA,24,DB,0,0,0,0
2019,Anthony Nelson,TAM,22,DE,0,1,0,0
2019,Kyle Peko,2TM,26,DT,0,0,0,0
2019,Harrison Phillips,BUF,23,DT,0,2,0.5,1
2019,Caraun Reid,ARI,28,DT,0,0,0,1
2019,Tuzar Skipper,NYG,24,LB,0,0,0.5,1
2019,Maurice Smith,WAS,24,DB,0,0,0,0
2019,Noah Spence,WAS,25,LB,0,0,1,2
2019,Ahmad Thomas,ATL,25,DB,0,0,0,0
2019,Donovan Wilson,DAL,24,DB,0,0,0,0
2019,Stephone Anthony,NOR,27,LB,0,0,0,0
2019,Ray-Ray Armstrong,2TM,28,DB,0,0,0,0
2019,Ryan Bee,WAS,24,DT,0,0,0,0
2019,Austin Blythe,LAR,27,RG/C,0,0,0,0
2019,Jack Cichy,TAM,24,LB,0,0,0,0
2019,James Crawford,MIA,25,DE,0,0,0,0
2019,Devante Downs,2TM,24,LB,0,0,0,0
2019,Kaden Elliss,NOR,24,LB,0,0,0,0
2019,Willie Harvey,CLE,23,LB,0,0,0,0
2019,Trayvon Henderson,CIN,24,DB,0,0,0,0
2019,Albert Huggins,PHI,22,DT,0,0,0,1
2019,Joey Ivie,2TM,24,NT,0,0,0,1
2019,Shalom Luani,LAC,25,DB,0,0,0,0
2019,Stacy McGee,CAR,29,DT,0,0,0.5,1
2019,T.Y. McGill,LAC,27,DT,0,0,0,0
2019,Bryan Mone,SEA,24,DT,0,0,0,1
2019,Anthony Pittman,DET,23,LB,0,0,0,1
2019,Marcus Sherels,2TM,32,DB,0,0,0,0
2019,Deyon Sizer,DEN,23,DE,0,0,0,0
2019,Chris Smith,CLE,27,DE,0,1,0,1
2019,Daryl Williams,CAR,27,LG/LT,0,0,0,0
2019,Gerald Willis,MIA,24,DT,0,0,0,0
2019,Jonathan Wynn,DET,24,DE,0,0,0,0
2019,Kerry Wynn,CIN,28,DE,0,0,0,0
2020,Zach Cunningham,HOU,26,LILB,0,2,3,4
2020,Roquan Smith,CHI,23,LILB,2,7,4,6
2020,Devin White,TAM,22,LILB,0,4,9,16
2020,Neville Hewitt,NYJ,27,RILB,0,4,2,4
2020,Jordan Poyer,BUF,29,SS,2,5,2,4
2020,Budda Baker,ARI,24,SS,2,6,2,3
2020,Jaylon Smith,DAL,25,RLB,1,5,1.5,4
2020,Malcolm Butler,TEN,30,RCB,4,14,0,0
2020,Shaquille Leonard,IND,25,LLB,0,7,3,3
2020,Blake Martinez,NYG,26,LILB,1,5,3,6
2020,Joe Schobert,JAX,27,MLB,3,4,2.5,6
2020,Lavonte David,TAM,30,RILB,1,6,1.5,3
2020,Bobby Wagner,SEA,30,RILB,0,8,3,11
2020,Kevin Byard,TEN,27,FS,1,7,0,1
2020,Fred Warner,SFO,24,MLB,2,6,1,7
2020,Jessie Bates III,CIN,23,FS,3,15,0,1
2020,Jordan Hicks,ARI,28,RILB,1,4,0,1
2020,Foyesade Oluokun,ATL,25,MLB,2,4,3,9
2020,Tremaine Edmunds,BUF,22,MLB,0,3,2,3
2020,Justin Simmons,DEN,27,FS,5,9,0,0
2020,Tyrell Adams,HOU,28,RILB,0,4,2,3
2020,Keanu Neal,ATL,25,FS,1,2,1,3
2020,Adrian Phillips,NWE,28,SS,2,4,1,1
2020,Alex Singleton,PHI,27,LLB,1,1,2,7
2020,Demario Davis,NOR,31,MLB,0,5,4,12
